size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
155562,51829,151,3,11,6,0,6,1,1,106,8,106.0,8.0,67,670,32,101 expo parkforbes field era deacon whips cy in 1st ws game waners 237 hits boss man roberto more comments
83670,41798,52,0,5,2,0,2,2,1,64,29,32.0,29.0,22,334,30,photos elf on the shelf doesnt want you to see ahhhh the innocent playful elf on the shelf santas little scout elves hide in peoples homes to photos ‘elf on the shelf’ doesn’t want you to see post navigation subscribe to our mailing list
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
86320,43123,42,0,5,2,0,2,2,1,72,29,36.0,29.0,15,294,30,shattering the grand illusion the power of human thought post navigation subscribe to our mailing list
144714,48213,151,3,11,2,0,2,1,1,56,8,56.0,8.0,64,645,30,minnesota vikings lose heartbreaker detroit lions kneel comments
76104,38015,44,0,5,2,0,2,2,1,64,29,32.0,29.0,13,297,30,a paranormal investigator discovered a shadow figure in a reportedly haunted theatre in arizona check out the ghostly figure here shadow figure caught on camera in haunted theatre post navigation subscribe to our mailing list
145674,48533,147,3,11,2,0,2,1,1,35,8,35.0,8.0,65,647,30,crossfit training rule the school comments
153156,51027,148,3,11,2,0,2,1,1,59,8,59.0,8.0,64,654,32,media mayors and celebs lying about trump and puerto rico comments
140058,46661,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,man to howard university students ‘it’s not murder if they’re black’ comments
156414,52113,151,3,11,2,0,2,1,1,31,8,31.0,8.0,64,715,32,201718 ashes aussies to watch comments
139830,46585,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,cam newton laughs at female reporter talking about football comments
138525,46150,148,3,11,2,0,2,2,1,110,8,55.0,8.0,64,635,30,10 shocking facts about porn you probably didnât know 10 shocking facts about porn you probably didnât know comments
168252,56059,163,3,11,2,0,2,1,1,29,8,29.0,8.0,65,686,32,coaching staff failing ravens comments
223557,74494,183,3,21,4,0,4,1,1,63,8,63.0,8.0,90,835,33,ron paul las vegas slaughter conspiracy or lone nut video comments
153021,50982,150,3,11,5,0,5,1,1,85,8,85.0,8.0,66,666,32,105 trspnc park bucs win in 71 79 lose four playoffs dang reds tracy fired comments
162180,54035,158,3,11,2,0,2,1,1,67,8,67.0,8.0,64,668,31,how to alienate your base and hurt your cause – courtesy of the nfl comments
149181,49702,152,3,11,2,0,2,1,1,60,8,60.0,8.0,65,658,31,physician group slams mccain for failure to repeal obamacare comments
139908,46611,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,trump mocks puerto rico in hispanic heritage speech — it was horrible comments
1314,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
142233,47386,150,3,11,2,0,2,1,1,28,8,28.0,8.0,64,654,31,ravens raiders – wednesday comments
165237,55054,152,3,11,3,1,4,1,1,45,8,45.0,8.0,65,727,33,week 5 rankings 2017 top 50 wide receivers comments
143022,47649,152,3,11,2,0,2,1,1,71,8,71.0,8.0,64,650,30,trump holds a joint press conference with president rajoy live stream comments
153957,51294,168,3,11,2,0,2,1,1,82,8,82.0,8.0,64,675,31,bullpen notes september 25 2017 barraclough gets save familia’s outlook more comments
79768,39847,42,0,5,2,0,2,2,1,98,29,49.0,29.0,14,311,30,the new goosebumps movie trailer is out and it has all the monsters you could want post navigation subscribe to our mailing list
76456,38191,43,0,5,2,0,2,2,1,79,29,39.5,29.0,13,293,31,do you know how mcdonald’s fries are made this will disgust you post navigation subscribe to our mailing list
166479,55468,151,3,11,6,0,6,1,1,100,8,100.0,8.0,67,683,32,102 happenings hbd erniehonest eddie rex maury big red marino lamont axed bucs sold more comments
143769,47898,150,3,13,3,0,3,1,1,84,8,84.0,8.0,69,660,32,nibiru final warning âjust how long does earth have left before planet x doomâ comments
74362,37144,40,0,5,2,0,2,2,1,79,29,39.5,29.0,13,285,28,according to police tatanysha hedman 40 poured gasoline on her husband vincent phillips 52 as he slept at that point she allegedly set him on fire woman sets husband on fire for molesting her 7yearold daughter post navigation subscribe to our mailing list
165663,55196,154,3,11,3,0,3,1,1,87,8,87.0,8.0,65,720,34,start âem or sit âem 2017 week 4 dak prescott chris carson ty hilton more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139881,46602,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,public version of crude trumphoward stern interviews hit by dcma comments
139767,46564,149,3,11,2,0,2,1,1,53,8,53.0,8.0,65,639,30,white classmate punches black boy calls him a nr comments
140013,46646,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,state police director says players who take the knee are ‘degenerates’ comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140172,46699,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,after alleged moron remark tillerson strokes trumps ego comments
139965,46630,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,trump’s kids allegedly used political clout to get fraud case dropped comments
145512,48479,156,3,11,2,0,2,1,2,64,51,64.0,25.5,65,661,30,what happens when you use sound to deflect a laser beam video emigrate while you still can learn more comments
148719,49548,150,3,11,4,0,4,1,1,82,8,82.0,8.0,65,666,32,player to watch regardless of his game 1 performance trevor bauer is what he is… comments
142356,47427,150,3,11,2,0,2,1,1,27,8,27.0,8.0,64,656,31,ravens raiders – thursday comments
140124,46683,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,tom price resigns as health secretary over private plane uproar comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
137871,45932,147,3,11,2,0,2,1,1,74,8,74.0,8.0,64,633,30,this is an american warning we are headed for rough times david robertson comments
79650,39788,54,0,5,2,0,2,2,1,71,29,35.5,29.0,22,321,29,10 people who used money in the most ghettofabulous way 10 people who used money in the most ghettofabulous way post navigation subscribe to our mailing list
139491,46472,149,3,11,2,0,2,1,1,45,8,45.0,8.0,65,639,30,active shooter reported near las vegas casino comments
145614,48513,153,3,11,2,0,2,1,1,56,8,56.0,8.0,68,654,30,ny jets podcast jets win two in a row on to cleveland comments
145179,48368,153,3,11,2,0,2,1,1,43,8,43.0,8.0,65,653,32,please donate to puerto rico relief efforts comments
183318,61081,169,3,21,5,0,5,1,1,58,8,58.0,8.0,91,795,35,something very odd about the las vegas shooterâs weapons comments
143769,47898,150,3,13,3,0,3,1,1,84,8,84.0,8.0,69,660,32,nibiru final warning âjust how long does earth have left before planet x doomâ comments
147471,49132,156,3,11,2,0,2,1,1,75,8,75.0,8.0,68,668,32,lions rookie lb jarrad davis on the practice field after missing week three comments
153999,51308,159,3,11,2,0,2,1,1,49,8,49.0,8.0,64,670,31,nba wonât allow kneeling during national anthem comments
150438,50121,161,3,11,3,0,3,1,1,51,8,51.0,8.0,70,699,30,2017 fantasy football tight end rankings â week 5 comments
150930,50285,157,3,11,3,0,3,1,1,55,8,55.0,8.0,70,711,30,2017 fantasy football wide receiver rankings â week 5 comments
173520,57815,161,3,11,3,0,3,1,1,87,8,87.0,8.0,65,754,34,sunday morning start âem or sit âem carlos hyde jay ajayi kelvin benjamin more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
155379,51768,152,3,11,2,0,2,1,1,30,8,30.0,8.0,64,682,33,ol grades notes vs steelers comments
77888,38907,44,0,5,2,0,2,2,1,100,29,50.0,29.0,13,299,31,on wednesday evening fueled by rage this baltimore mom allegedly gave her son another beat down the sound of screaming and pounding were so loud it baltimore ‘mom of the year’ arrested for child abuse after another enraged smack down post navigation subscribe to our mailing list
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139812,46579,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,is the tech industry fighting white supremacy or fueling it comments
139755,46560,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,aung san suu kyi stripped of oxford honor amid ethnic cleansing claims comments
146034,48653,155,3,11,2,0,2,1,1,30,8,30.0,8.0,68,657,31,jets place charone peake on ir comments
139461,46462,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,jimmy kimmel weeps as he talks about shooting in his hometown comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
141714,47213,151,3,11,2,0,2,1,1,65,8,65.0,8.0,64,645,30,trump addresses the nation after las vegas shooting live stream comments
156012,51979,155,3,13,4,0,4,1,1,64,8,64.0,8.0,70,705,34,2018 player to avoid don’t buy into avisail garcia’s “breakout” comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
148230,49385,147,3,11,2,0,2,1,1,145,8,145.0,8.0,64,632,31,organic music marketing is leading the way in the atlanta music scene through its innovative marketing strategies and organic branding techniques comments
139812,46579,149,3,11,2,0,2,1,1,54,8,54.0,8.0,65,639,30,prankster arrested after crashing theresa mays speech comments
143580,47835,150,3,11,2,0,2,1,1,22,8,22.0,8.0,65,647,30,dunderhead of the week comments
159549,53158,151,3,11,6,0,6,1,1,74,8,74.0,8.0,67,682,32,107 postseason bad day at the shop0for3 in ws 1for5 in playoffs comments
182262,60729,163,3,11,2,0,2,1,1,27,8,27.0,8.0,65,708,33,the plan to beat pittsburgh comments
139479,46468,149,3,11,2,0,2,1,1,46,8,46.0,8.0,65,639,30,in a first saudi arabia allows women to drive comments
148482,49469,153,3,11,2,0,2,1,1,58,8,58.0,8.0,64,654,30,white house tax reform goals focus on rates and deductions comments
139308,46411,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,neonazis with tiki torches descend upon charlottesville again comments
139872,46599,149,3,11,2,0,2,1,1,68,8,68.0,8.0,65,639,30,man films himself speeding in his porsche with foot on the dashboard comments
139926,46617,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,mom jailed after leaving 4 young kids at home for a european trip comments
79238,39582,42,0,5,2,0,2,2,1,83,29,41.5,29.0,14,294,30,tranny pretending to be dr injects woman with cement and fixaflat a miami gardens transgender woman is facing charges of practicing medicine without a tranny pretending to be dr injects woman with cement and fixaflat post navigation subscribe to our mailing list
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
156732,52219,157,3,11,2,0,2,1,1,21,8,21.0,8.0,64,662,30,nowhere to go but up comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140004,46643,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,nra’s dana loesch says if guns are banned so should “feet and fists” comments
139614,46513,149,3,11,2,0,2,1,1,58,8,58.0,8.0,65,639,30,huge gas explosion sends giant fireball in ghana’s capital comments
258885,86270,195,3,27,7,0,7,1,8,80,550,80.0,68.75,106,954,34,vegas massacre 5 things donât add up about the las vegas mass shooting video 1 dozens of concertgoers reported the presence of multiple shooters 2 who warned concertgoers they were âall going to dieâ a full 45 minutes before the shooting started emigrate while you still can learn more 3 the weapon you hear on videos was full auto which is almost impossible to acquire through legal means 4 why were the exits blocked trapping victims like rats in a maze 5 why did the shooter have as many as 10 firearms in his room one more question why is isis claiming responsibility for the las vegas massacre comments
139515,46480,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
80624,40275,40,0,5,2,0,2,2,1,116,29,58.0,29.0,13,294,29,‘these people need to be protected’ police won’t release info on lynching of 8yearold biracial boy post navigation subscribe to our mailing list
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
148182,49369,149,3,11,3,0,3,1,1,34,8,34.0,8.0,65,653,32,bucs go quietly into the night 61 comments
149310,49745,160,3,11,3,0,3,1,1,25,8,25.0,8.0,70,695,30,2017 nfl picks â week 4 comments
147126,49017,156,3,11,2,0,2,1,1,65,8,65.0,8.0,68,660,31,can giants qb eli manning have a bounce back season for big blue comments
140256,46727,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,bar owner doesnt think lynch kaepernick doormat is racist really comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
142062,47329,150,3,11,2,0,2,1,1,31,8,31.0,8.0,64,652,31,ravens vs steelers – wednesday comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
149163,49696,161,3,11,3,0,3,1,1,54,8,54.0,8.0,70,694,30,2017 fantasy football team defense rankings â week 5 comments
148962,49629,161,3,11,3,0,3,1,1,54,8,54.0,8.0,70,691,30,2017 fantasy football team defense rankings â week 4 comments
149250,49725,150,3,11,3,0,3,1,1,59,8,59.0,8.0,65,675,32,2018 projection will robinson cano return to elite levels comments
144063,47996,152,3,11,2,0,2,1,1,62,8,62.0,8.0,64,649,30,police officer arrested near white house with nine guns in car comments
72782,36354,41,0,5,2,0,2,3,1,125,29,41.666666666666664,29.0,13,284,29,the actual voices of black slaves recorded now revealed the actual voices of black slaves recorded now revealed post navigation subscribe to our mailing list
139512,46479,149,3,11,2,0,2,1,1,53,8,53.0,8.0,65,639,30,ryan gosling guy on a boat give dating advice on snl comments
146988,48971,148,3,11,2,0,2,1,1,21,8,21.0,8.0,64,646,31,nc state may be legit comments
225288,75071,232,3,11,2,0,2,1,1,27,8,27.0,8.0,64,806,33,alex collins worth a start comments
144450,48125,148,3,11,2,0,2,1,1,91,8,91.0,8.0,64,634,31,raquel aurilia nominated for best singersongwriter in 2017 hollywood music in media awards comments
145092,48339,155,3,11,2,0,2,1,1,35,8,35.0,8.0,65,652,30,trickle down taxation – af branco comments
150438,50121,161,3,11,3,0,3,1,1,51,8,51.0,8.0,70,699,30,2017 fantasy football tight end rankings â week 5 comments
139512,46479,149,3,11,2,0,2,1,1,53,8,53.0,8.0,65,639,30,ryan gosling guy on a boat give dating advice on snl comments
148836,49587,147,3,11,2,0,2,1,1,64,8,64.0,8.0,64,632,31,love hope strength band announces partnership with killer tracks comments
139815,46580,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,trump responds to puerto rico’s plea for help with a golf trophy comments
1314,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
142326,47417,152,3,11,2,0,2,1,1,47,8,47.0,8.0,64,649,30,watch live trump delivers speech on tax reform comments
142062,47329,150,3,11,2,0,2,1,1,31,8,31.0,8.0,64,652,31,ravens vs steelers – wednesday comments
139794,46573,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,dems call for action against guns not just ‘thoughts and prayers’ comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
166479,55468,151,3,11,6,0,6,1,1,100,8,100.0,8.0,67,683,32,102 happenings hbd erniehonest eddie rex maury big red marino lamont axed bucs sold more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
159468,53131,148,3,11,3,0,3,1,1,79,8,79.0,8.0,65,700,32,waiver worthy week 4 wendell smallwood sterling shepard duke johnson more comments
152085,50670,157,3,11,2,0,2,1,1,30,8,30.0,8.0,68,664,31,rams upset cowboys on the road comments
139920,46615,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,trump undercuts tillerson dont bother talking to north korea comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
149931,49952,150,3,11,2,0,2,1,1,46,8,46.0,8.0,65,643,31,jake arrieta admits he’s still not 100 percent comments
152091,50672,151,3,11,3,0,3,1,1,27,8,27.0,8.0,66,668,32,cutch rocks bucs roll 101 comments
139920,46615,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,the bills that will make it easier for people to commit mass shootings comments
74526,37226,43,0,5,2,0,2,2,1,64,29,32.0,29.0,13,293,30,check out these 10 crimes caught on google earth with all the technology today one thing that you can be sure of is that big brother is watching you check out these 10 crimes caught on google earth post navigation subscribe to our mailing list
163479,54468,148,3,11,2,0,2,1,1,100,8,100.0,8.0,65,673,32,10 important stories from 092817 box scores is pham for real the outlook for e rodriguez more comments
156231,52052,150,3,11,5,0,5,1,1,101,8,101.0,8.0,66,669,32,928 from the 50s forward 52 woes freak show finale homer show homer nono game stories stuff comments
173520,57815,161,3,11,3,0,3,1,1,87,8,87.0,8.0,65,754,34,sunday morning start âem or sit âem carlos hyde jay ajayi kelvin benjamin more comments
154254,51393,153,3,11,2,0,2,1,1,30,8,30.0,8.0,68,669,30,game observations cle by krl comments
155892,51939,150,3,11,5,0,5,1,1,63,8,63.0,8.0,66,666,32,106 postseason ws beat bostonlose two to ny playoff split comments
147204,49043,155,3,11,3,0,3,1,1,53,8,53.0,8.0,70,687,30,2017 fantasy football quarterback rankings â week 5 comments
158205,52710,161,3,13,3,0,3,1,1,59,8,59.0,8.0,70,694,33,trump signs new travel restrictions against eight countries comments
156231,52052,150,3,11,5,0,5,1,1,101,8,101.0,8.0,66,669,32,928 from the 50s forward 52 woes freak show finale homer show homer nono game stories stuff comments
144396,48107,151,3,11,2,0,2,1,1,24,8,24.0,8.0,64,645,30,now a shoelace is racist comments
139794,46573,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,egypt qualifies for world cup in 27 years amidst political instability comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
175149,58358,161,3,13,5,0,5,1,1,93,8,93.0,8.0,70,765,36,start âem or sit âem 2017 week 5 carson wentz marshawn lynch latavius murray more comments
157506,52477,154,3,11,2,0,2,1,1,33,8,33.0,8.0,66,677,33,ravens take exception to the boos comments
137166,45697,147,3,11,2,0,2,1,1,77,8,77.0,8.0,64,634,30,apollo 17 and the mystery of the last moon landing why havenât we returned comments
164916,54947,158,3,11,2,0,2,1,1,39,8,39.0,8.0,64,694,32,which team will grab afc north control comments
152661,50862,163,3,11,3,0,3,1,1,45,8,45.0,8.0,70,713,30,2017 fantasy football idp rankings â week 5 comments
151452,50459,150,3,11,3,2,5,1,1,44,8,44.0,8.0,64,689,33,region for both online and land based gaming comments
153897,51274,148,3,11,2,0,2,1,1,65,8,65.0,8.0,65,638,30,mitchell trubisky’s debut comes at the right time of the schedule comments
